<pre>Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
040_5_713868316_atp8	0.000	No mitochondrial presequence	74(MPP)	-0.216		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
041_5_713868316_atp8	0.010	No mitochondrial presequence	39(MPP)	-0.256		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
042_5_713868316_atp8	0.000	No mitochondrial presequence	54(MPP)	-0.259	49-53	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
043_5_713868316_atp8	0.014	No mitochondrial presequence	55(MPP)	-0.218	52-56,91-95,96-100	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
044_5_713868316_atp8	0.000	No mitochondrial presequence	35(MPP)	-0.257		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
045_5_713868316_atp8	0.004	No mitochondrial presequence	75(MPP)	-0.227	72-76	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
046_5_713868316_atp8	0.001	No mitochondrial presequence	76(MPP)	-0.197		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
047_5_713868316_atp8	0.005	No mitochondrial presequence	58(MPP)	-0.241	94-98	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
048_5_713868316_atp8	0.002	No mitochondrial presequence	57(MPP)	-0.211	93-97	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
049_5_713868316_atp8	0.000	No mitochondrial presequence	90(MPP)	-0.222	88-92	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
050_5_713868316_atp8	0.000	No mitochondrial presequence	12(MPP)	-0.250		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
051_5_713868316_atp8	0.002	No mitochondrial presequence	24(MPP)	-0.250		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
052_5_713868316_atp8	0.002	No mitochondrial presequence	58(MPP)	-0.224	55-59,93-97	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
053_5_713868316_atp8	0.010	No mitochondrial presequence	77(MPP)	-0.221	74-78	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
054_5_713868316_atp8	0.005	No mitochondrial presequence	80(MPP)	-0.200	5-9	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
055_5_713868316_atp8	0.003	No mitochondrial presequence	63(MPP)	-0.206	60-64	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
056_5_713868316_atp8	0.009	No mitochondrial presequence	86(MPP)	-0.221	10-14	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
057_5_713868316_atp8	0.001	No mitochondrial presequence	42(MPP)	-0.238		13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
058_5_713868316_atp8	0.013	No mitochondrial presequence	90(MPP)	-0.211	87-91	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
059_5_713868316_atp8	0.007	No mitochondrial presequence	59(MPP)	-0.203	56-60,95-99	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
060_5_713868316_atp8	0.000	No mitochondrial presequence	10(MPP)	-0.200		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
061_5_713868316_atp8	0.001	No mitochondrial presequence	93(MPP)	-0.237		12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
062_5_713868316_atp8	0.003	No mitochondrial presequence	34(MPP)	-0.235		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
063_5_713868316_atp8	0.004	No mitochondrial presequence	41(MPP)	-0.195	77-81,82-86	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
064_5_713868316_atp8	0.005	No mitochondrial presequence	48(MPP)	-0.208	45-49,84-88,89-93	10-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
065_5_713868316_atp8	0.008	No mitochondrial presequence	42(MPP)	-0.190	78-82,83-87	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
066_5_713868316_atp8	0.020	No mitochondrial presequence	68(MPP)	-0.206		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
067_5_713868316_atp8	0.002	No mitochondrial presequence	39(MPP)	-0.231		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
068_5_713868316_atp8	0.003	No mitochondrial presequence	69(MPP)	-0.203		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
069_5_713868316_atp8	0.000	No mitochondrial presequence	61(MPP)	-0.213	28-32,96-100	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
070_5_713868316_atp8	0.001	No mitochondrial presequence	65(MPP)	-0.215		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
071_5_713868316_atp8	0.004	No mitochondrial presequence	90(MPP)	-0.222		13-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
072_5_713868316_atp8	0.000	No mitochondrial presequence	6(MPP)	-0.167		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
073_5_713868316_atp8	0.001	No mitochondrial presequence	76(MPP)	-0.237	96-100	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
074_5_713868316_atp8	0.012	No mitochondrial presequence	70(MPP)	-0.214	29-33	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
075_5_713868316_atp8	0.000	No mitochondrial presequence	36(MPP)	-0.250		4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
076_5_713868316_atp8	0.002	No mitochondrial presequence	71(MPP)	-0.211		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
077_5_713868316_atp8	0.002	No mitochondrial presequence	75(MPP)	-0.213		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
078_5_713868316_atp8	0.002	No mitochondrial presequence	56(MPP)	-0.214	92-96	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
079_5_713868316_atp8	0.000	No mitochondrial presequence	82(MPP)	-0.220	28-32	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
080_5_713868316_atp8	0.002	No mitochondrial presequence	75(MPP)	-0.213	72-76	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
081_5_713868316_atp8	0.011	No mitochondrial presequence	59(MPP)	-0.203	56-60,95-99	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
082_5_713868316_atp8	0.006	No mitochondrial presequence	50(MPP)	-0.180	86-90,91-95	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
083_5_713868316_atp8	0.003	No mitochondrial presequence	60(MPP)	-0.250	4-8,95-99	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
084_5_713868316_atp8	0.014	No mitochondrial presequence	76(MPP)	-0.211		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
085_5_713868316_atp8	0.009	No mitochondrial presequence	93(MPP)	-0.129	90-94,95-99	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
086_5_713868316_atp8	0.001	No mitochondrial presequence	60(MPP)	-0.217		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
087_5_713868316_atp8	0.000	No mitochondrial presequence	85(MPP)	-0.212	82-86	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
088_5_713868316_atp8	0.022	No mitochondrial presequence	84(MPP)	-0.226	26-30,81-85	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
089_5_713868316_atp8	0.005	No mitochondrial presequence	65(MPP)	-0.200		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
090_5_713868316_atp8	0.000	No mitochondrial presequence	7(MPP)	-0.143	95-99	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
091_5_713868316_atp8	0.000	No mitochondrial presequence	89(MPP)	-0.247		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
092_5_713868316_atp8	0.000	No mitochondrial presequence	58(MPP)	-0.207	94-98	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
093_5_713868316_atp8	0.000	No mitochondrial presequence	17(MPP)	-0.235		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
094_5_713868316_atp8	0.005	No mitochondrial presequence	45(MPP)	-0.200	80-84,85-89	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
095_5_713868316_atp8	0.000	No mitochondrial presequence	4(MPP)	-0.250	61-65	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
096_5_713868316_atp8	0.000	No mitochondrial presequence	64(MPP)	-0.250		8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
097_5_713868316_atp8	0.017	No mitochondrial presequence	51(MPP)	-0.196	86-90,91-95	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
098_5_713868316_atp8	0.000	No mitochondrial presequence	83(MPP)	-0.229		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
099_5_713868316_atp8	0.000	No mitochondrial presequence	82(MPP)	-0.220		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
100_5_713868316_atp8	0.001	No mitochondrial presequence	33(MPP), 34(Icp55)	-0.212	51-55	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
101_5_713868316_atp8	0.001	No mitochondrial presequence	61(MPP)	-0.213	58-62,96-100	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
102_5_713868316_atp8	0.000	No mitochondrial presequence	39(MPP), 40(Icp55)	-0.256		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
103_5_713868316_atp8	0.006	No mitochondrial presequence	56(MPP)	-0.214	53-57,92-96	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
104_5_713868316_atp8	0.000	No mitochondrial presequence	94(MPP)	-0.234	58-62	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
105_5_713868316_atp8	0.001	No mitochondrial presequence	70(MPP)	-0.186		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
106_5_713868316_atp8	0.003	No mitochondrial presequence	85(MPP)	-0.235		17-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
107_5_713868316_atp8	0.001	No mitochondrial presequence	75(MPP)	-0.213		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
108_5_713868316_atp8	0.002	No mitochondrial presequence	78(MPP)	-0.218		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
109_5_713868316_atp8	0.004	No mitochondrial presequence	92(MPP)	-0.217	89-93	17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
110_5_713868316_atp8	0.022	No mitochondrial presequence	49(MPP)	-0.204	84-88,89-93	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
111_5_713868316_atp8	0.013	No mitochondrial presequence	41(MPP)	-0.171	77-81,82-86	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
112_5_713868316_atp8	0.001	No mitochondrial presequence	56(MPP)	-0.179	92-96	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
113_5_713868316_atp8	0.001	No mitochondrial presequence	57(MPP)	-0.211	54-58,93-97	12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
114_5_713868316_atp8	0.011	No mitochondrial presequence	64(MPP)	-0.203	61-65	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
115_5_713868316_atp8	0.002	No mitochondrial presequence	61(MPP)	-0.230		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
116_5_713868316_atp8	0.004	No mitochondrial presequence	58(MPP)	-0.224		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
117_5_713868316_atp8	0.009	No mitochondrial presequence	81(MPP)	-0.222		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
118_5_713868316_atp8	0.002	No mitochondrial presequence	90(MPP)	-0.222		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
119_5_713868316_atp8	0.011	No mitochondrial presequence	85(MPP)	-0.082	43-47,82-86,87-91	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
120_5_713868316_atp8	0.000	No mitochondrial presequence	19(MPP)	-0.263		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
121_5_713868316_atp8	0.004	No mitochondrial presequence	47(MPP)	-0.191	83-87,88-92	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
122_5_713868316_atp8	0.003	No mitochondrial presequence	62(MPP)	-0.210		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
123_5_713868316_atp8	0.006	No mitochondrial presequence	90(MPP)	-0.211		10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
124_5_713868316_atp8	0.005	No mitochondrial presequence	65(MPP)	-0.200		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
125_5_713868316_atp8	0.004	No mitochondrial presequence	43(MPP)	-0.163	79-83,84-88	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
126_5_713868316_atp8	0.005	No mitochondrial presequence	70(MPP)	-0.214	64-68,67-71	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
127_5_713868316_atp8	0.002	No mitochondrial presequence	26(MPP)	-0.231		7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
128_5_713868316_atp8	0.000	No mitochondrial presequence	42(MPP)	-0.238		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
129_5_713868316_atp8	0.009	No mitochondrial presequence	68(MPP)	-0.206	66-70	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
130_5_713868316_atp8	0.003	No mitochondrial presequence	91(MPP)	-0.209	88-92	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
131_5_713868316_atp8	0.013	No mitochondrial presequence	79(MPP)	-0.089	37-41,76-80,81-85	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
132_5_713868316_atp8	0.008	No mitochondrial presequence	53(MPP)	-0.208	50-54,89-93,94-98	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
133_5_713868316_atp8	0.003	No mitochondrial presequence	90(MPP)	-0.233		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
134_5_713868316_atp8	0.002	No mitochondrial presequence	87(MPP)	-0.218	85-89	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
135_5_713868316_atp8	0.001	No mitochondrial presequence	26(MPP)	-0.269		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
136_5_713868316_atp8	0.002	No mitochondrial presequence	58(MPP)	-0.224	93-97	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
137_5_713868316_atp8	0.002	No mitochondrial presequence	7(MPP)	-0.143		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
138_5_713868316_atp8	0.001	No mitochondrial presequence	10(MPP), 11(Icp55)	-0.200	80-84	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
139_5_713868316_atp8	0.002	No mitochondrial presequence	83(MPP)	-0.217		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
140_5_713868316_atp8	0.002	No mitochondrial presequence	69(MPP)	-0.203		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
141_5_713868316_atp8	0.020	No mitochondrial presequence	46(MPP)	-0.196	43-47,81-85,86-90	11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
142_5_713868316_atp8	0.001	No mitochondrial presequence	80(MPP)	-0.250		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
143_5_713868316_atp8	0.005	No mitochondrial presequence	49(MPP)	-0.184	85-89,90-94	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
144_5_713868316_atp8	0.010	No mitochondrial presequence	45(MPP)	-0.156	43-47,81-85,86-90	14-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
145_5_713868316_atp8	0.003	No mitochondrial presequence	75(MPP)	-0.240	72-76	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
146_5_713868316_atp8	0.001	No mitochondrial presequence	52(MPP)	-0.192	49-53,88-92,93-97	10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
147_5_713868316_atp8	0.001	No mitochondrial presequence	80(MPP)	-0.212		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
148_5_713868316_atp8	0.000	No mitochondrial presequence	22(MPP)	-0.227		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
149_5_713868316_atp8	0.006	No mitochondrial presequence	64(MPP)	-0.219		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
150_5_713868316_atp8	0.001	No mitochondrial presequence	74(MPP)	-0.257		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
151_5_713868316_atp8	0.026	No mitochondrial presequence	41(MPP)	-0.171	76-80,81-85	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
152_5_713868316_atp8	0.001	No mitochondrial presequence	64(MPP)	-0.219		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
153_5_713868316_atp8	0.008	No mitochondrial presequence	51(MPP)	-0.216	49-53,87-91,92-96	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
154_5_713868316_atp8	0.005	No mitochondrial presequence	57(MPP)	-0.211	93-97	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
155_5_713868316_atp8	0.002	No mitochondrial presequence	29(MPP)	-0.276		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
156_5_713868316_atp8	0.001	No mitochondrial presequence	10(MPP)	-0.200		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
157_5_713868316_atp8	0.000	No mitochondrial presequence	14(MPP), 15(Icp55)	-0.214		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
158_5_713868316_atp8	0.005	No mitochondrial presequence	81(MPP)	-0.099	78-82,83-87	12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
159_5_713868316_atp8	0.005	No mitochondrial presequence	85(MPP)	-0.212	82-86	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
160_5_713868316_atp8	0.000	No mitochondrial presequence	45(MPP)	-0.200	80-84,85-89	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
161_5_713868316_atp8	0.001	No mitochondrial presequence	85(MPP)	-0.224		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
162_5_713868316_atp8	0.003	No mitochondrial presequence	22(MPP)	-0.227		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
163_5_713868316_atp8	0.003	No mitochondrial presequence	5(MPP)	-0.200		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
164_5_713868316_atp8	0.000	No mitochondrial presequence	74(MPP)	-0.216		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
165_5_713868316_atp8	0.000	No mitochondrial presequence	49(MPP), 50(Icp55)	-0.245		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
166_5_713868316_atp8	0.000	No mitochondrial presequence	18(MPP)	-0.222		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
167_5_713868316_atp8	0.000	No mitochondrial presequence	91(MPP)	-0.242	88-92	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
168_5_713868316_atp8	0.000	No mitochondrial presequence	57(MPP)	-0.228		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
169_5_713868316_atp8	0.000	No mitochondrial presequence	94(MPP)	-0.213		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
170_5_713868316_atp8	0.002	No mitochondrial presequence	59(MPP)	-0.203	56-60,94-98	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
171_5_713868316_atp8	0.000	No mitochondrial presequence	10(MPP)	-0.200		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
172_5_713868316_atp8	0.001	No mitochondrial presequence	17(MPP)	-0.235		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
173_5_713868316_atp8	0.001	No mitochondrial presequence	89(MPP)	-0.247	49-53	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
174_5_713868316_atp8	0.019	No mitochondrial presequence	47(MPP)	-0.191	83-87,88-92	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
175_5_713868316_atp8	0.000	No mitochondrial presequence	7(MPP)	-0.143		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
176_5_713868316_atp8	0.002	No mitochondrial presequence	63(MPP)	-0.190		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
177_5_713868316_atp8	0.002	No mitochondrial presequence	22(MPP)	-0.227	16-20	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
178_5_713868316_atp8	0.004	No mitochondrial presequence	64(MPP)	-0.234	61-65	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
179_5_713868316_atp8	0.009	No mitochondrial presequence	46(MPP)	-0.196	43-47,82-86,87-91	8-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
180_5_713868316_atp8	0.009	No mitochondrial presequence	70(MPP)	-0.243		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
181_5_713868316_atp8	0.001	No mitochondrial presequence	95(MPP)	-0.232		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
182_5_713868316_atp8	0.000	No mitochondrial presequence	25(MPP)	-0.240		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
183_5_713868316_atp8	0.000	No mitochondrial presequence	20(MPP)	-0.250	80-84	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
184_5_713868316_atp8	0.012	No mitochondrial presequence	11(MPP)	-0.182		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
185_5_713868316_atp8	0.000	No mitochondrial presequence	90(MPP)	-0.111	87-91,92-96	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
186_5_713868316_atp8	0.008	No mitochondrial presequence	66(MPP)	-0.197		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
187_5_713868316_atp8	0.001	No mitochondrial presequence	70(MPP)	-0.229		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
188_5_713868316_atp8	0.000	No mitochondrial presequence	90(MPP)	-0.222	87-91	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
189_5_713868316_atp8	0.006	No mitochondrial presequence	92(MPP)	-0.217	42-46,89-93	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
190_5_713868316_atp8	0.003	No mitochondrial presequence	83(MPP)	-0.084	80-84,85-89	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
191_5_713868316_atp8	0.001	No mitochondrial presequence	91(MPP)	-0.242		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
192_5_713868316_atp8	0.005	No mitochondrial presequence	84(MPP)	-0.226		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
193_5_713868316_atp8	0.001	No mitochondrial presequence	16(MPP)	-0.250		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
194_5_713868316_atp8	0.000	No mitochondrial presequence	69(MPP)	-0.217		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
195_5_713868316_atp8	0.000	No mitochondrial presequence	29(MPP)	-0.241		11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
196_5_713868316_atp8	0.000	No mitochondrial presequence	10(MPP)	-0.200		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
197_5_713868316_atp8	0.000	No mitochondrial presequence	7(MPP)	-0.143		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
198_5_713868316_atp8	0.001	No mitochondrial presequence	47(MPP)	-0.191	83-87,88-92	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
199_5_713868316_atp8	0.001	No mitochondrial presequence	60(MPP)	-0.200	96-100	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
200_5_713868316_atp8	0.002	No mitochondrial presequence	30(MPP), 31(Icp55)	-0.267		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
001_6_3477088158_atp8	0.014	No mitochondrial presequence	61(MPP)	0.066	8-12,49-53	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
002_6_3477088158_atp8	0.044	No mitochondrial presequence	16(MPP)	-0.062		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
003_6_3477088158_atp8	0.004	No mitochondrial presequence	38(MPP)	-0.053	78-82	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
004_6_3477088158_atp8	0.030	No mitochondrial presequence	79(MPP)	0.013	2-6,76-80,81-85	19-28-low	-	-	-	-	-	-	-	-	-	23-28	-	-	-	-	
005_6_3477088158_atp8	0.015	No mitochondrial presequence	92(MPP)	0.022	51-55,89-93,94-98	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
006_6_3477088158_atp8	0.023	No mitochondrial presequence	22(MPP)	0.045	53-57,89-93	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
007_6_3477088158_atp8	0.034	No mitochondrial presequence	37(MPP)	0.027		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
008_6_3477088158_atp8	0.005	No mitochondrial presequence	15(MPP)	0.067	47-51,92-96	16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
009_6_3477088158_atp8	0.116	No mitochondrial presequence	32(MPP)	0.031	4-8	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
010_6_3477088158_atp8	0.011	No mitochondrial presequence	17(MPP)	0.000	19-23,81-85	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
011_6_3477088158_atp8	0.084	No mitochondrial presequence	50(MPP)	-0.040	24-28,47-51,79-83	20-29-low	-	-	-	-	-	8-13	-	-	-	-	-	23-28	24-29	-	
012_6_3477088158_atp8	0.027	No mitochondrial presequence	8(MPP)	0.250	5-9,40-44	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
013_6_3477088158_atp8	0.035	No mitochondrial presequence	10(MPP)	0.200	64-68,67-71,82-86,94-98	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
014_6_3477088158_atp8	0.010	No mitochondrial presequence	14(MPP)	0.071	3-7	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
015_6_3477088158_atp8	0.245	No mitochondrial presequence	70(MPP)	0.014	4-8,9-13,48-52,77-81	8-18-high	-	-	-	-	9-14	-	-	-	-	-	-	3-8	-	-	
016_6_3477088158_atp8	0.004	No mitochondrial presequence	14(MPP)	0.071	25-29,84-88	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
